raw,processed,label
"Akibat perpanjangan ppkm Juli ini ga bisa ngadain party ,  
Mungkin Agustus ppkm berakhir .

Yg mau join grub dan join party bisa DM atau langsung chat wa .

#gaymalang
#GayMalang
#gaybatu https://t.co/EvfEyWGvfi",akibat perpanjangan juli mengadakan party agustus berakhir join grub join party dm langsung chat whatsapp,0
"@mas_waa1 @yudhaNsandy @GIRLYEST Percuma kalau cuma panjang kalau nggak keras, kayak ppkm yang hanya diperpanjang tapi nggak diperkeras.",panjang keras diperpanjang diperkeras,0
@imaqueennz Ppkm:pagi pagi kita mengopi,pagi pagi mengopi,1
@syapeiderman hutan yang buka lagj ppkm gini dimana si?,hutan buka lagj dimana sih,1
"@WagimanDeep212_ Pejabat : 
Gaji dapat. Tunjangan dapat. 
Tp masih kurang.
Rakyat : 
Pajak harus. Bantuan di potong. Kerja harian ada ppkm.
G pake masker kena denda. 
Enaknya jd pejabat di indonesia. Bisanya cuma ngandalin pelajaran matematika doang.",pejabat gaji tunjangan kurang rakyat pajak bantuan potong kerja harian pakai masker kena denda enaknya jadi pejabat indonesia bisanya ngandalin pelajaran matematika doang,0
Haha baru ini nemu plesetan singkatan PPKM teranjing ngawur banget 🤣😭,tertawa baru nemu plesetan singkatan teranjing berbicara sembarangan banget,1
@iyalinut Bismillah habis ppkm gass🏃🏃🏃,bismillah habis,1
"@ABSetyono @kemkominfo Mantap👍 
Semangat kerja tetap menyala meski PPKM Darurat. 

@kemkominfo 
@PlateJohnny",mantap semangat kerja tetap menyala darurat,2
"Jika PPKM hanya mampu membatasi pertemuan kita,percayalah Harta mampu membatasi hubungan kita.",membatasi pertemuan percayalah harta membatasi hubungan,1
"PPKM
Pelan-Pelan Kita Marhata Sinamot",pelan pelan marhata sinamot,1
"PPKM diperpanjang bikin ga pulang"".. Huhu",diperpanjang pulang huhu,0
"Setuju PPKM Diperpanjang, Dasco: Demi Keselamatan Rakyat
https://t.co/QvlVVh1QAd",setuju diperpanjang dasco keselamatan rakyat,2
"Mantap👍 
Semangat kerja tetap menyala meski PPKM Darurat. 

@kemkominfo 
@PlateJohnny https://t.co/UyN1gx6LV3",mantap semangat kerja tetap menyala darurat,2
"ppkm masih lama y,,,
saya pgn siomay batagor di depan untag,,",pengen siomay batagor untag,1
"@Moch_herianto @Pak_JK Pak @Pak_JK sebenarnya sanggup beri donasi besar, minimal Ratusan Milyar lah kalau dari kekayaannya. Tinggal tunggu ada malaikat yg berbisik untuk menggerakan.  Mungkin malaikatnya masih kena PPKM, belum bisa datang.",pak sanggup beri donasi besar minimal ratusan milyar kekayaannya tinggal tunggu malaikat berbisik untuk menggerakan malaikatnya kena datang,0
"""Loh nikah pas ppkm?. Awas ditindak loh dikeluarga kita ada satgas covid.""

Ya emng yang tau mas ari aja si wkwk. Liat sikonnya dulu nanti kalo banyak bgt siap2 datengin lurahnya aja sie wkwk.",loh nikah pas awas ditindak loh dikeluarga satgas covid iya tahu mas ari sih wkwk lihat sikonnya banget siap datengin lurahnya sih wkwk,0
@CNNIndonesia Yang dpt bansos ppkm juga gk merata apa gimana ya 😂,bansos gak merata iya,0
"PPKM tidak memutus penularan covid19,tapi memutuskan mata pencaharian... https://t.co/pUg1BFnk0I",memutus penularan covid memutuskan mata pencaharian,0
"Wakil gubernur DKI Jakarta menyatakan bahwa untuk akad nikah di wilayah DKI Jakarta, selama PPKM level 4 berlangsung,baik kedua mempelai, keluarga kedua mempelai dan tamu undangan harus wajib vaksinasi Covid-19 minimal dosis pertama dan menunjukkan kartu vaksin sebelum akad nikah",wakil gubernur dki jakarta menyatakan untuk akad nikah wilayah dki jakarta level berlangsung baik kedua mempelai keluarga kedua mempelai tamu undangan wajib vaksinasi covid minimal dosis pertama menunjukkan kartu vaksin akad nikah,1
"Sebagian orang bertanya ""bagaimana kita bisa makan dalam waktu 20 menit?""

Sebagian lagi hanya bertanya ""bagaimana besok kita bisa makan?""

Realitas PPKM.",sebagian orang bertanya makan waktu menit sebagian bertanya besok makan realitas,0
"Masih belum puncaknya.
Mari kita bantu pemerintah untuk buat istilah baru pengganti PPKM.
Karena solusinya tidak ada lain kecuali ganti istilah.
https://t.co/c1SQ21zppv",puncaknya mari bantu pemerintah untuk istilah baru pengganti solusinya kecuali ganti istilah,0
"PPKM diperpanjang aja trs pusing sm PR Dp Dp kleaannn🥺 #ExpoSurabaya #expojakpus #ExpoJAKSEL 

Mohon bersabar:’)",diperpanjang terus pusing pr dp dp kleaan mohon bersabar,0
@detikcom money is king ..intinya ..ada uang semua boleh.walau negara lagi PPKM darurat .,money is king intinya uang negara darurat,0
"PPKM level 4
#SalingJagaBansos #JagaPDKawalDemokrasi Vaksinasi Jaga Kesehatan #PakdeMudikAja #TenggelamkanDemokrat2024 Koruptor https://t.co/EM4Gr6QmkX",level vaksinasi jaga kesehatan koruptor,2
"Sudah 26 Hari PPKM
Indonesia masih berada di Top Tier
Tak berdaya atau tak berguna?
#LurahEndGame
#LurahEndGame https://t.co/KEv0l8bk0W",hari indonesia berada top tier berdaya berguna,0
"@cathydjaya Kesadaran masyarakatnya rendah sekali untuk vaksin, makanya lelet, banyak penolakan vaksin tapi pas ada bansos antri paling depan, pspb ppkm dlsb dimainkan gak bisa makan, apalagi sekedar pakai masker",kesadaran masyarakatnya rendah untuk vaksin lambat penolakan vaksin pas bansos antri pspb dlsb dimainkan makan sekedar pakai masker,0
PPKM = Pelan Pelan Kurnia Manggala,pelan pelan kurnia manggala,1
"me before PPKM : supply barang"" aesthetic ke toko souvenir dan punya consigner

me during PPKM : tidooorrr seharian, cuma ngerjain orderan custom. kalo ada syukur, kalo kaga yaudeh bye. https://t.co/fQoRyxlyto",me before supply barang aesthetic toko souvenir punya consigner me during tidor seharian ngerjain orderan custom syukur yaudeh bye,1
Support system terbaik selama ppkm adalah makanan✨,supposystem terbaik makanan,2
"Demi menuju kehidupan damai aman sentosa dan terhindar dari segala bentuk penyakit perusak bangsa ini..maka kita waspada kawal terus pemeritahan jokowi.

Patuhui PPKM tetap jalankan Prokes..semoga Covid cepat sirna dari Negeri ini.

Drun mati sajalah !!! https://t.co/Quu6Kg7gEZ",menuju kehidupan damai aman sentosa terhindar bentuk penyakit perusak bangsa waspada kawal terus pemeritahan jokowi patuhui tetap jalankan prokes semoga covid cepat sirna negeri drun mati,2
Ppkm selesai gua pen cuddle ampe asma pokoknya🥰,selesai pengen cuddle asma pokoknya,1
"@silihungg @ezkisuyanto kalo lo baca pernyataan menkes minggu lalu, dia bilang dia bahkan ga punya kontrol. then who? might be luhut, or others. yang jelas itu kejadian ada di pulau jawa, di masa ppkm. luhut penanggungjawabnya.",baca pernyataan menkes minggu bilang punya kontrol then who might be luhut others jelas kejadian pulau jawa masa luhut penanggungjawabnya,0
"Pejuang Desa KU🏵️
Mendukung PPKM: Pembangunan Pemberdayaan
Kepentingan Masyarakat 
@jokowi @halimiskandarnu
@malik_haramain
 @yusradaridesa
@taufikmadjid71
@fachrilabalado 
@SukoyoKasekpro
@Brigade01Arwan1
@tppkemendes @cik_mashuri
@BerandadesaID @Ibnuwalidin_lpg 
@TppLampung https://t.co/iI1J5VkUPd",pejuang desa ku mendukung pembangunan pemberdayaan kepentingan masyarakat,2
"[bgr] mau nanya, ada yang pernah naik krl pas ppkm? Nanti aku mau nanya2, makasih yaaa",bgr tanya naik krl pas tanya terima kasih iya,1
@beckobek Ketat bgt kek ppkm,ketat banget kayak,1
"@SBYudhoyono Makanya bantu pemerintah juga pak, setidaknya tiru lah partai lain yg ikut menggalakkan vaksinasi, dan bantu RS dg oksigen ventilator, mendukung PPKM spy tdk banyak lagi korban CoVid19.
Jangan malah kadernya bikin gaduh.  
Krn Ada aksi pasti ada reaksi!",bantu pemerintah pak tiru partai ikut menggalakkan vaksinasi bantu rs oksigen ventilator mendukung korban covid kadernya gaduh aksi reaksi,2
Andi arief sdh kehabisan akal.rekam jejak kalian sdh terang benderang.malah gali kubur petetang peteteng.rakyat sdh sadar n waras.covid nyata ppkm hrs.mrk sadar kondisi rkyt mmang https://t.co/ooesfVHVQL demo menciptakan klaster baru mempanjang derita mrk https://t.co/VREZAFztzr,andi arief kehabisan akal rekam jejak terang benderang gali kubur petetang peteteng rakyat sadar waras covid nyata sadar kondisi rkyt demo menciptakan klaster baru mempanjang derita,0
"@fadlizon Mana buat aturan syarat perjalanan harus ada Sertifikat Vaksin. Udah banyak rakyat rugi berjuta-juta akibat aturan ini. Apalagi yang sedang berada di daerah orang. Mau vaksin terkendala syarat domisili. Mau pulang ditahan di bandara. Tiket, PCR hangus. Pekerjaan hilang. #ppkm",aturan syarat perjalanan sertifikat vaksin rakyat rugi berjuta juta akibat aturan berada daerah orang vaksin terkendala syarat domisili pulang ditahan bandara tiket pcr hangus pekerjaan hilang,0
"@narkosun Tenang hidupnya mas ini.,serba kecukupan,,mau PPKM level 1,2,3,4 bahkan sampe level dewa pun Tetap Tenang ...😨",tenang hidupnya mas serba kecukupan level level dewa tetap tenang,0
"@taspen Min, ayah saya dapat surat buat rekam data (wajah, sidik jari dll) untuk otentifikasi taspen. Kalau beliau sakit dan ada PPKM gini gimana caranya ke taspen? Ada alternatif lain?",min ayah surat rekam data wajah sidik jari dan lain-lain untuk otentifikasi taspen beliau sakit caranya taspen alternatif,1
"@Rizmaya__ @SBYudhoyono @PDemokrat Sby merasa, pemimpin udah mulai melenceng, makanya perlu bimbingan. Dan negara udah mulai hancur, makanya perlu di selamatkan. Kasus meninggal dan yg terpapar masih tinggi, padahal ppkm darurat berlevel level. Tinggal nunggu para buzzer mati, https://t.co/5c4G2Dh6HJ",surabaya merasa pemimpin mulai melenceng perlu bimbingan negara mulai hancur perlu selamatkan kasus meninggal terpapar tinggi darurat berlevel level tinggal menunggu buzzer mati,0
@yiyakdocx seru bgt negara lain dah konser kita masih ribut ppkm level berapa,seru banget negara konser ribut level,0
Sodara dari ayahh pada gila semua rata2 jikah dibawah umur like umur 21 woyyyy sepantaran dh nikah? Nikahnya pas ppkm gini lagi. Gilaa berani bgt. Pdhl dua2nya financialnya belom stabil woyy yqng laki kerja serabutan dan biaya nikahnya masi ditanggung orgtua si cowo. Wkwkw gilaa,sodara ayah gila rata jikah dibawah umur like umur woy sepantaran deh nikah nikahnya pas gila berani banget dua nya financialnya stabil woyy yqng laki kerja serabutan biaya nikahnya ditanggung orgtua sih cowok wkwkw gila,0
Ppkm cepet kelar plis gue mau ke jogjaaaaaaaaaaaaa kerjaan gue biar maksimal pls😡,cepat kelar plis jogja pekerjaan maksimal tolong,0
@SINDOnews Yg Dibutuhkan segera BANSOS tuk PEDAGANG USAHAWAN NGANGGUR yg terdampak tersisolir PSBB/PPKM. Yg Keluar malah Tambahan TUNJANGAN UTUK PNS TNI POLRI (yg punya gaji tetap rutin) Yg dibutuhkan DANA tuk ALKES &amp; PENUNJANG KESEHATAN malah yang keluar DANA PENGADAAN LAPTOP.,dibutuhkan bansos untuk pedagang usahawan tidak punya pekerjaan terdampak tersisolir psbb keluar tambahan tunjangan utuk pns tni polri punya gaji tetap rutin dibutuhkan dana untuk alkes amp penunjang kesehatan keluar dana pengadaan laptop,0
"PPKM= Pagi Pagi Kita Makan

-sarapan",pagi pagi makan sarapan,1
"@goresanlama PPKM pada discon ya, selain promo toko sama brand masa hukuman juga di discon🙃",discon iya promo toko brand masa hukuman discon,0
Kata pakarnya ttg PPKM.... ☝️ https://t.co/XbNCrycaxE,kata pakarnya,1
"@geloraco Rakyatmu menangis pak Prabowo,.   Bonsos di korupsi,.. PPKM di perpanjang cuma ganti nama doang,... Ekonomi Smakin terpuruk,....utang rakyat semakin gede... Banyak kriminalitas yang terjadi. Dimana rasa empati bapak. 😭",rakyatmu menangis pak prabowo bonsos korupsi perpanjang ganti nama doang ekonomi terpuruk utang rakyat gede kriminalitas terjadi dimana rasa empati bapak,0
"@infojakarta Lagian ini jg lg pelonggaran dikit2 kok, dimulai dr yg kecil dulu udh bener kok, pasar dulu baru plaza kemudian, warteg dulu baru rumah makan baru nanti pujasera. Kalau langsung dilonggarkan semua ya gak guna itu PPKM darurat.",pelonggaran dikit dimulai udah benar pasar baru plaza warung tegal baru rumah makan baru pujasera langsung dilonggarkan iya guna darurat,0
@ganjarpranowo Insaloh di Desa kami patuh jga aman tp yg jdi kluh kesah warga petani sayur pk krna ppkm bahan bakunya mahal dari obat bibit maupun pupuk pk gub tp hsil panenya murah sekali bhkan sgat sulit untuk mngblikan modalnya krna ga bnyk yg beli pk,insaloh desa patuh aman jadi kluh kesah warga petani sayur penjahat kelamin bahan bakunya mahal obat bibit pupuk penjahat kelamin gub hsil panenya murah bhkan sgat sulit untuk mngblikan modalnya beli penjahat kelamin,0
"Rambutku sudah botax gaes… Karena PPKM gak jadi nunggu aqiqahan deh. Cukur rambut gak ke salon #dirumahaja #kayraaureliaafriansyah @ Kebayoran Residence,  Bintaro https://t.co/3mnTUeGUiF",rambutku botax guys jadi menunggu aqiqahan deh cukur rambut salon kebayoran residence bintaro,1
Sarapan ala ppkm https://t.co/nmBdXeeW9u,sarapan ala,1
"moots aku positif c0v1d HUHAHAHAHAHAH KAGET SIE TAPI GIMANA LAGI YAUDA, sekarang cumq bisa isoman, minum vitamin, konsul dokter, dan tetep taat prokes. Aku kenanya karena one of my fam members kena, soalnya selama PPKM aku beneran cuma dirumah aja WKWKW",moots positif huhahahahahah kaget sih yauda cumq isoman minum vitamin konsultasi dokter tetap taat prokes kenanya one of my fam members kena soalnya benaran dirumah wkwkw,1
"@kompascom Kan udah ada PSBB, PPKM , PPKM darurat level 4 , PPKM level 5 pedas menggilas ,itu terbukti efektif dan efisien dari segi anggaran.. 🤪",psbb darurat level level pedas menggilas terbukti efektif efisien segi anggaran,0
"@AntonTenabang02 Perpanjangan PPKM, membuat rakyat Pelan Pelan Kian Merana.

#LurahEndGame",perpanjangan membuat rakyat pelan pelan kian merana,0
@99XUXIBAE KOK AMIN SI? EMANG APA YG DIPERPANJANG? PPKM? JANGAN DONK 😭😭🤌,amin sih diperpanjang,0
"Komedi hari ini: liat tulisan ""pencarian rumah penghina keluarga *** di sosial media""
Gilz,
Lagi pPkM sempet2nya ke luar provinsi.  Wkwkwk",komedi hari lihat tulisan pencarian rumah penghina keluarga sosial media gilz nya luar provinsi wkwkwk,1
"@txtdrkuliner Berarti temen saya ppkm dari tahun 2012
https://t.co/C8RRW4ENT4",berarti teman tahun,1
"@astgfirullahhh ngga tau deh kalo itu, soalnya lagi ppkm juga kalo skrg",tahu deh soalnya,1
"PPKM 
Pemkot Suriah : ""Ah, waktu yang tepat untuk menggusur kios liar.""",pemerintah kota suriah ah waktu tepat untuk menggusur kios liar,0
"Plis lah 17 agustus kelar ppkm jawa bali. Or seenggaknya kasih kelonggaran buat transportasi udara. Sedih bgt kalo gagal resepsi, gagal juga honeymoon😢😢😢",plis agustus kelar jawa bali seenggaknya kasih kelonggaran transportasi udara sedih banget gagal resepsi gagal honeymoon,0
"karena PPKM, uda lama ga ketemu shinta,, sampe bilang kangen...
kangen apanya nih shin? sampe scroll chat chat lama
kalo pengen bilang aja,",ketemu shinta bilang kangen kangen apanya shin scroll chat chat bilang,1
"PPKM level 4 https://t.co/RHOhhqXvej
#SalingJagaBansos 
Vaksinasi Jaga Kesehatan 
Jakarta",level vaksinasi jaga kesehatan jakarta,2
@aiyu_asayaka Kata pakarnya ppkm.. ☝️ https://t.co/Nl2EOz4BIU,kata pakarnya,1
@MN_Ariefin Sikaat aja mang ga ush peduli ppkm 😂😂😂,sikaat usah peduli,0
"@SBYudhoyono Klo Pak SBY menjadi Presiden, kira2 apa yang akan dilakukan dalam situadi pendemic spt saat ini dan tahun lalu? Apakah sama atau berbeda inisiatifnya dg pemerintah skrg? Apakah lockdown spt negara lain, apakah PSBB/PPKM spt negara kita atau dibiarkan bebas spt tdk ada covid?",pak surabaya menjadi presiden kira dilakukan situadi pendemic tahun berbeda inisiatifnya pemerintah lockdown negara psbb negara dibiarkan bebas covid,1
"Artinya, siklus PPKM TUTUP MENUTUP akan terus berulang. 

Yaa siklus masyarakat koar² bangkrut akan lbh banyak dan berulang. 

Solusinya apa, PROKES yang 5M. 
Lindungi CONGORMU dari ludah orang lain karena NGOMONG itu NYIPRAT bos.",artinya siklus tutup menutup terus berulang ya siklus masyarakat teriak bangkrut berulang solusinya prokes lindungi congormu ludah orang bicara nyiprat bos,0
@Sucisilviaeff Curhat dooong. Ppkm anjiirr,curhat anjiirr,0
PPKM cepatlah berlalu,cepatlah berlalu,1
"@decafred1 tidur dulu, siapa tau bangun tidur ppkm selesai 😄",tidur tahu bangun tidur selesai,1
"seumpama 2019 yg menang 02, kira2 prabowo sandi dihadapkan dgn pandemi gini, sigap ,cekatan,fokus apa sama dgn yg skrg ya?, lamban, ppkm berjilid2, tiap minggu perpanjangan,....#PakdeMudikAja",seumpama menang kira prabowo sandi dihadapkan pandemi sigap cekatan fokus iya lamban berjilid minggu perpanjangan,0
@tvOneNews Ya udh jgn ada PPKM !! Ngapain pemerintah lu nyuruh orng2 PPKM.. !! Kontol jg lu ded.. !!,iya udah sedang apa pemerintah nyuruh orang kontol ded,0
@VIVAcoid Itu PM ostrali ga tau istilah PSBB PPKM ?,pm ostrali tahu istilah psbb,1
Ppkm hanya menghalangi langkahmu bukan riskimu.,menghalangi langkahmu riskimu,1
Saat ppkm begini kerja jadi enak banget cuman dateng absen nyari lapak terus tidur dah sampe pulang.,kerja jadi enak banget datang absen mencari lapak terus tidur pulang,2
@alfonsus73 selesai ppkm ke jakarta bro,selesai jakarta saudara laki-laki,1
"Yg dihujat karena menerapkan ppkm Jokowi, yg dipuji karena ppkm berhasil menurunkan kasus covid-19 Anis.....#errorbrain🤣🤣🤣",dihujat menerapkan jokowi dipuji berhasil menurunkan kasus covid anis,1
"PPKM darurat ini akan diperpanjang atau tidak? Kalau diperpanjang, sampai kapan? https://t.co/U18arxwaeS",darurat diperpanjang diperpanjang,1
Gak dibolehin ikut SM mas😭 tp kalo ikut ribet juga si...😭ppkm oh ppkm. #harus tetep bersyukur🌼,dibolehin ikut mas ikut ribet sih oh tetap bersyukur,0
@mantennyajin padahal ga ppkm tapi ga tau juga sih,tahu sih,1
"ppkm ngaruh ga sii, kok paket lama bgt nyampenyaaaa",berpengaruh sih paket banget sampainya,0
@sgblackcard Msh PPKM ya ay di daerah mu?,iya sayang daerah mu,1
"kebijakan PPKM level 4 adalah untuk membatasi mobilitas orang demi mencegah penularan COVID-19. Kondisi ini harus diwaspadai, jangan sampai ledakan kasus terulang lagi.
#RedamPandemiJagaNKRI

https://t.co/JtXwQc9bbU",kebijakan level untuk membatasi mobilitas orang mencegah penularan covid kondisi diwaspadai ledakan kasus terulang,2
"Salah satu tujuan memperpanjang PPKM Level 4, dari 26 Juli hingga 2 Agustus 2021. 

yaitu untuk menekan angka kematian pasien Covid-19.

Jaga dirimu,keluargamu,tetap patuhi aturan yg berjalan,untuk kebaikan kita semua.

#RedamPandemiJagaNKRI https://t.co/vjmYqmjwc4",salah satu tujuan memperpanjang level juli agustus untuk menekan angka kematian pasien covid jaga dirimu keluargamu tetap patuhi aturan berjalan untuk kebaikan,2
"Tentu saja penerapan PPKM Level 4 yg di lakukan oleh Pemerintah penuh dengan perhitungan yg matang dan mempertimbangkan aspek kesehatan ...ekonomi...dlm dinamika sosial masyarakat...

#RedamPandemiJagaNKRI 

Satukan tekad utk melawan kopid dan menjaga NKRI ... https://t.co/YiV0XnVJdS",penerapan level lakukan pemerintah penuh perhitungan matang mempertimbangkan aspek kesehatan ekonomi dinamika sosial masyarakat satukan tekad untuk melawan kopid menjaga nkri,2
"Euforia terhadap pelonggaran di sejumlah sektor mulai terlihat, meski kebijakan PPKM level 4 untuk membatasi mobilitas orang demi mencegah penularan COVID-19. 
Kondisi ini harus diwaspadai, jangan sampai ledakan kasus terulang lagi,

#RedamPandemiJagaNKRI
https://t.co/1H09G76M1A",euforia pelonggaran sejumlah sektor mulai terlihat kebijakan level untuk membatasi mobilitas orang mencegah penularan covid kondisi diwaspadai ledakan kasus terulang,2
"Sebenarnya wabah ini sudah ada jalan keluarnya. Tapi berhubung masih ada PPKM jadi belum bisa :)
Oyi",wabah jalan keluarnya berhubung jadi oyi,1
"Pemerintah memperpanjang PPKM pasti sudah di perhitungkan baik dan buruknya, kita sebagai rakyat hanya harus mematuhi kebijakan yg sudah berlalu, untuk menghilangkan covit mudah, butuh kerja sama antara rakyat dn pemerintah
#RedamPandemiJagaNKRI https://t.co/F4Rb0oR37S",pemerintah memperpanjang perhitungkan baik buruknya rakyat mematuhi kebijakan berlalu untuk menghilangkan covit mudah butuh kerja rakyat pemerintah,2
Pagi Pagi Kena Marah (PPKM),pagi pagi kena marah,1
aku suka ppkm without pp,suka without pulang pergi,1
@KutipanBuku___ Gara2 ppkm terkutuk 😭,gara terkutuk,0
@mochimoio kayaknya gara gara ppkm,gara gara,0
adanya ini wkwk jarang foto2 skrg mah🙃 btw ini sblm ppkm https://t.co/eaGISaCqlZ https://t.co/KW538zoP2k,wkwk jarang foto mah ngomong-ngomong seblum,1
"@ayylaffyyuu_ Udh berasa kek boncabe
Pedes + bikin sesek
Seseknya bukan krn korona, justru krn ppkm berlevel jadi nyesek :v",udah berasa kayak boncabe pedas sesek seseknya korona berlevel jadi menyesak,0
"Selamat pagi dari kawasan PPKM level 4
#SetorFotoPio 
@piokharisma https://t.co/5w4xkWV8bj",selamat pagi kawasan level,1
"Aturan #ppkm tentang vaksin sebagai syarat perjalanan benar-benar menjadi penindasan terselubung bagi mereka yang terjebak di daerah orang. Tdk bisa vaksin dg alasan domisili. Tiket, PCR hangus.",aturan vaksin syarat perjalanan benar benar menjadi penindasan terselubung terjebak daerah orang vaksin alasan domisili tiket pcr hangus,0
"Waktu terus berjalan Saya tidak ingin egois memaksakan untuk membangun Ponpes dengan menggalang dana ,tapi bagaimana bisa membantu saudara kita juga yg kesulitan dampak PPKM

Setelah surat untuk nembangun Ponpes selesai saya mengajukan proposal ke pengembang perumahan https://t.co/Ik0VnDLKXC",waktu terus berjalan egois memaksakan untuk membangun pondok pesantren menggalang dana membantu saudara kesulitan dampak surat untuk nembangun pondok pesantren selesai mengajukan proposal pengembang perumahan,2
Bingung bgt orang banding2in PPKM di indo sama lockdown di negara maju. Kaga mikir emang ada tukang cilok disono? Ya emang di indo banyakan yg hari ini cari uang buat makan hari ini,bingung banget orang banding indonesia lockdown negara maju mikir tukang cilok di sana iya indonesia banyakan hari cari uang makan hari,0
Batas PPKM adalah tgl 32 Juli... mungkin maksudnya PPKM ga bakal distop yak... kwkkk 🐸🔨 https://t.co/uOvEz1nI7p,batas tanggal juli maksudnya bakal distop iya kwk,0
"@ahla_26 Woilaaaaa, kok bisa ya ppkm ufh kyak level pedes :v",woila iya ufh kayak level pedas,0
Kasus2 spt ini harus diusut. Wlo terlambat. Lbh baik drpd tdk sama sekali. Terlambat sdh dipotong. Juga trlambat penyaluran. PPKM hampir selsai. Baru disalurkan. https://t.co/IHvZPnA2pO,kasus diusut terlambat baik terlambat dipotong trlambat penyaluran selsai baru disalurkan,0
senam ngumpul ngumpul pas lagi ppkm gblg.,senam berkumpul berkumpul pas goblok,0
"@ayylaffyyuu_ Ketindihannya gacuma 1 kali gitu, kek PPKM sampai level 4 🤣",ketindihannya gacuma kali kayak level,1
tai banget deh nunggu ppkm kelar ternyata sidang yg harusnya offline jadi online💔,tahi banget deh menunggu kelar ternyata sidang oflen jadi onlen,0
Pelan pelan kamu menjauh PPKM kan,pelan pelan menjauh,1
@areuhooman Udah mah jauh terus ppkm pula kan :(,mah jauh terus,0
"@eT3keWerNy3ng1r Kenapa nunggu esok? PPKM level kan dah mo berakhir, tp nggak tau ganti nama apalagi

#LurahEndGame",menunggu esok level berakhir tahu ganti nama,1
@0whaja Kelar ppkm gas yaa,kelar gas ya,1
@henrysubiakto Kalau dana utk memelihara buzzeRp dialihkan ke dana untuk membiayai rakyat yang kesusahan krn PPKM berjilid2 juga alangkah baiknya ya.,dana untuk memelihara buzzerp dialihkan dana untuk membiayai rakyat kesusahan berjilid alangkah sebaiknya iya,0
pihaknya ingin berbagi kepada masyarakat dan memberikan dampak positif dalam kondisi PPKM ini. https://t.co/wmwRw9J53U,pihaknya berbagi masyarakat memberikan dampak positif kondisi,2
"Pemerintah dalam Subsidi upah sebesar Rp. 500.000 per bulan diberikan selama 2 bulan, kita bisa dapatkan dalam satu kali pencarian, sehingga akan ada Rp. 1juta ditangan.

Kalau kamu tinggal di wilayah PPKM level 3-4 kamu akan mendapatkan subsidi upah sebesar Rp. 1.000.000 https://t.co/16B1vMu4wF",pemerintah subsidi upah sebesar rp bulan diberikan bulan dapatkan satu kali pencarian rp juta ditangan tinggal wilayah level mendapatkan subsidi upah sebesar rp,0
"Akan ada sekitar 8 juta pekerja/buruh yang akan menerima subsidi upah dari pemerintah.

Ada bantuan subsidi upah Rp. 1 juta untuk buruh/pekerja selama PPKM berlangsung.

Yes dapur tetap ngebul. https://t.co/B6Zho93cPy",juta pekerja buruh menerima subsidi upah pemerintah bantuan subsidi upah rp juta untuk buruh pekerja berlangsung yes dapur tetap ngebul,0
"Pemerintah memberikan bantuan subsidi upah selama PPKM diharapkan bisa mengurangi beban perusahaan dan pastinya berguna banget bagi pekerja/buruh.

Kondisi keuangan kita bisa dijamin Kemenaker dengan subsidi upah selama Pandemi. Jadi tetap giat bekerja ya tetap semangat.",pemerintah memberikan bantuan subsidi upah diharapkan mengurangi beban perusahaan pastinya berguna banget pekerja buruh kondisi keuangan dijamin kemenaker subsidi upah pandemi jadi tetap giat bekerja iya tetap semangat,2
@clue4clue Iyaa efek ppkm melaar AA😂,iya efek melaar aa,1
@helmijun @gr3xck Dih gaya ngomong ppkm😏,dih gaya bicara,1
"Cobain pak sini positif di kampung, betapa dikucilkan nya wkwk
#Covid_19 #DPR #PPKM #PPKMLevel4 https://t.co/sOJkY6Lssj",coba pak positif kampung betapa dikucilkan nya wkwk,0
"@thoriq_lalu @BaGGioSastro @Purwantosastro4 @DPR_RI PPKM di Mataram, mantau harus punya srt vaksin dan test PCR..😄",mataram mantau punya svaksin test pcr,1
@azizahlailiaa @gr3xck Wkwkwkwk lg PPKM jaga jarak🤣🤣,wkwkwkwk jaga jarak,1
"Sekretaris Asosiasi Persepatuan Indonesia (Aprisindo) Jatim, Ali Mas’ud menambahkan. PPKM tersebut tidak mengganggu kegiatan operasional pabrik",sekretaris asosiasi persepatuan indonesia aprisindo jatim ali mas menambahkan mengganggu kegiatan operasional pabrik,1
@FWBESS Fsmg ngeroom yuk maybe after ppkm hehehe,fsmg ngeroom yuk maybe hehehe,1
"@SF_Community_ @smartfrenworld Aku suka pake kuota mingguan atau harian kalau khabisan kuota heheh.. 
Soalnya PPKM kebutuhan kuota melejit dan tak terduga 😊",suka pakai kuota mingguan harian khabisan kuota heheh soalnya kebutuhan kuota melejit terduga,0
@ruhutsitompul Sejahtra buat para pejabat dan cukong cukong...bagi rakyat kecil menjerit dan dengan ppkm seperti skrng ini...yg real skrng seperti ini negara indonesia,sejahtra pejabat cukong cukong rakyat menjerit real negara indonesia,0
"( PPKM )
Pak Presiden Kapan Mundur
( PSBB )
Presiden Selanjutnya Bapak Baswedan
#LurahEndGame
#LurahEndGame",pak presiden mundur psbb presiden selanjutnya bapak baswedan,0
@Lemp3r @callBaja @july_77a @45_fifi @permata2021 @M3ChaN_1 NTT aman tentram kak... lagi jalankan PPKM level 4 disini. Semoga kita semua sehat ya kak,ntt aman tentram kak jalankan level semoga sehat iya kak,2
