,Unnamed: 0,raw,processed,label,predict
393,906,"Anjir 2T, sebenernya kalo tiap orang bener” kaya bukan orang baru kaya yg sering pamer nyumbang 1-10% dari total kekayaan mereka PPKM kayak gini ga bakal berasa dampaknya bagi rakyat menengah ke bawah. Mau 1 bulan PPKM pun ga masalah asal taat sama aturan aja. Semoga bermanfaat. https://t.co/eehP5mSA5r",  sebenarnya jika tiap orang benar kayak bukan orang baru kayak yang sering pamer nyumbang dari total kekayaan mereka ppkm seperti begini tidak bakal berasa dampaknya bagi rakyat menengah ke bawah mau bulan ppkm pun tidak masalah asal taat sama aturan saja semoga bermanfaat,2,0
394,233,"@ngalamfess Percuma PPKM kalau gak ada pemecah solusi ekonomi, malah tutup karena bangkrut. Apapun kerjaannya semua lagi di ujung maut",percuma ppkm kalau enggak ada pemecah solusi ekonomi bahkan tutup karena bangkrut apapun kerjaannya semua lagi di akhirnya maut,0,0
395,3261,"Kok @Kemdikbud_RI udah gak pernah kirim kuota belajar lagi ya? padahal ini ppkm loh,ada yg tau kenapa?",kok sudah enggak pernah kirim kuota belajar lagi iya padahal ini ppkm loh ada yang tahu kenapa,1,0
396,2105,"""penerapan PPKM 4 pada 26 - Juli hingga 2 Agustus  sebelumnya telah membawa perbaikan. Itu terlihat dari berbagai indikator sperti penurunan jumlah kasus harian, penurunan tingkat keterisian tempat tidur. dan meningkatnya angka kesembuhan, "" #PilarTanganiCovid 3 pilar penanganan https://t.co/dDWB2Z94pL",penerapan ppkm pada juli hingga agustus sebelumnya telah membawa perbaikan itu terlihat dari berbagai indikator seperti penurunan jumlah kasus harian penurunan tingkat keterisian tempat tidur dan meningkatnya angka kesembuhan pilar penanganan,2,2
397,376,"Ppkm di perpanjang dan bansos akan turun sesuai dengan peraturan dan kebutuhan masyarakat, semoga covit segera berahir kami sudah lelah

#SukseskanPPKMLevel4 https://t.co/xkVXn2AhCm",ppkm di perpanjang dan bansos akan turun sesuai dengan peraturan dan kebutuhan masyarakat semoga covit segera berahir kami sudah lelah,2,2
398,2679,Sinergitas Forkopimda Jatim Pada msa PPKM Darurat Tuai Pujian,sinergitas forkopimda jatim pada masa ppkm darurat tuai pujian,2,1
399,624,"Cuman mau bilang indonesia cepetan yuk ppkm kelar corona kelar sumpah udh di tahap gak berdaya sebenernya . Sesulit itu 
Yuk bukan gak bersyukur cuman banyak hal lain yg gak ngerti harus disyukurin atau prihatin 🥲",hanya mau bilang indonesia cepatan yuk ppkm kelar corona kelar sumpah udah di tahap enggak berdaya sebenarnya sesulit itu yuk bukan enggak bersyukur hanya banyak hal lain yang enggak mengerti harus disyukurin atau prihatin,1,0
400,1283,Hari hari yg efektif di masa PPKM adalah dolanan PUBG…Kan bajingan….Blas gak iso obah meh ngopo…Kebijakan yg tidak di barengi dengan solusi dan jalan keluar… #PengenSekaliTeriak #SuarakanKebenaran #UpsTakutDiciduk #YaSudah #TutupMulutLagi,hari hari yang efektif di masa ppkm adalah dolanan pubg kan bajingan sama sekali enggak iso obah meh ngopo kebijakan yang tidak di barengi dengan solusi dan jalan keluar,0,0
401,1969,"Cerita dikit tentang PPKM di kota gw ah. Tepat hari senin kmrn, kota tmpt gw tinggal akhirnya kena PPKM, sepi banget, kejadiannya persis pas kaya awal2 pandemi, ekonomi keluarga jadi ga stabil.",cerita dikit tentang ppkm di kota aku ah tepat hari senin kemarin kota tempat aku tinggal akhirnya kena ppkm sepi banget kejadiannya persis pas kayak awal pandemi ekonomi keluarga jadi tidak stabil,0,0
402,2766,"Tidur dlu deh,  bangunin klo PPKM dah kelar.",tidur dulu deh bangunin kalau ppkm sudah kelar,1,1
403,995,"1 bln yg llu, cumn bisa liat km dan saat itu aku langsung jatuh cinta.
Ada ksempatan kita bertemu, dan aku berusaha baik. Hingga ahirnya kamu merasa nyaman dan kita jatuh cinta.
Dan udah ppkm km mau kuliah jauh, dan aku harus balik kampung :(
Mudah datang, cepat hilang.",bulan yang llu cuman bisa lihat kamu dan saat itu saya langsung jatuh cinta ada ksempatan kita bertemu dan saya berusaha baik hingga ahirnya kamu merasa nyaman dan kita jatuh cinta dan sudah ppkm kamu mau kuliah jauh dan saya harus balik kampung mudah datang cepat hilang,1,2
404,1640,"@mohmahfudmd Prihatin....  ppkm ... masih banyak jatuh korban. Bukan hanya  di rnh sakit, yg isoman juga ....  Hampir stiap hari ada berita duka.",prihatin ppkm masih banyak jatuh korban bukan hanya di rnh sakit yang isoman juga hampir setiap hari ada berita duka,0,1
405,168,"Saat rakyat dilema dengan kebijakan PPKM, pejabat asyik nonton sinetron ??

@dakwah_wonosobo https://t.co/XpcLWOWb7a",saat rakyat dilema dengan kebijakan ppkm pejabat asyik menonton sinema elektronik,0,0
406,3320,@Djoked2 @MardaniAliSera Umat Islam harus PPKM = Perbanyak Pergi Ke Masjid dengan protokol Kesehatan 6M Mendekat kepada yang Mengizinkan Covid19 varian Delta Mewabah di Indonesia.,umat islam harus ppkm perbanyak pergi ke masjid dengan protokol kesehatan mendekat kepada yang mengizinkan covid varian delta mewabah di indonesia,2,2
407,585,"#BahuMembahuAtasiPandemi
Peyebaran Covid-19 harus cepat diambil tindakan pencegahannya.PPKM Darurat  menjadi sangat penting untuk dijalankan.Seluruh jajaran dan 
Kepala daerah bisa diberhentikan bila tidak menjalankan PPKM Darurat
@jokowi lawan pandemi https://t.co/tB2xrXLCkI",peyebaran covid harus cepat diambil tindakan pencegahannya ppkm darurat menjadi sangat penting untuk dijalankan seluruh jajaran dan kepala daerah bisa diberhentikan bila tidak menjalankan ppkm darurat lawan pandemi,2,2
408,1022,(( ppkm boleh car free day gasih? )),ppkm boleh car bebas hari enggak sih,1,1
409,2706,"@tarolatteice_ Aku dibilangi sm WO, kalopengen nikah mending tunda dulu sampe ppkm selese. Karna bener2 ribet nikah waktu ppkm. Sabar yaa. Aku juga pejuang halal sama kaya kamu 🥰",saya dibilangi sama wo kalopengen nikah lebih baik tunda dulu sampai ppkm selese karena benar ribet nikah waktu ppkm sabar ya saya juga pejuang halal sama kayak kamu,2,0
410,344,"Presiden Joko Widodo (Jokowi) telah menetapkan PPKM Darurat khususnya di pulau Jawa dan Bali. 
Kebijakan ini diambil sebagai salah satu upaya memutus rantai penyebaran Covid-19 yang terus meningkat.

#TolongPatuhiAturanPPKM

demi negara
demi bangsa
demi nyawa orang2 tercinta 
🙏 https://t.co/KcT4juThPv",presiden joko widodo jokowi telah menetapkan ppkm darurat khususnya di pulau jawa dan bali kebijakan ini diambil sebagai salah satu upaya memutus rantai penyebaran covid yang terus meningkat demi negara demi bangsa demi nyawa orang tercinta,2,2
411,2405,"@tempodotco Tempo..sebagai media terpercaya ..semestinya nggak perlu memakai istilah PPKM...mengikuti Rejim Kecebong yang nggak jelas saat ini...
(Sorry...Just a Suggestion)",tempo sebagai media terpercaya semestinya tidak perlu memakai istilah ppkm mengikuti rejim kecebong yang tidak jelas saat ini maaf just suggestion,0,1
412,2339,"@aMrazing Halus pisaaan sogokannya hahaha ewako koh! Semoga rejekinya dilimpahkan dan dilancarkan ya💸💸💸

Good thing, hari ini ketambahan dana buat bantu-bantu yg terimbas PPKM, I'll credit that to you and my luck today🤝",halus sangat sogokannya hahaha ewako koh semoga rejekinya dilimpahkan dan dilancarkan iya good thing hari ini ketambahan dana buat bantu bantu yang terimbas ppkm ll credit that tryout you dan my luck today,2,2
413,2081,"Ragam Cerita Penyekatan PPKM Darurat Hari Pertama https://t.co/1aTlEY3cWh 

Jalan2 utama disekat, tapi tumplek di jalan2 kecil. Tujuannya tercapai? Ibarat nyapu, kotoran umpetin di bawah kolong.",ragam cerita penyekatan ppkm darurat hari pertama jalan utama disekat tapi tumplek di jalan kecil tujuannya tercapai ibarat nyapu kotoran umpetin di bawah kolong,0,0
414,3159,"“PPKM darurat selama 4-6 minggu dijalankan untuk menahan penyebaran kasus Covid-19. Mobilitas masyarakat diharapkan menurun signifikan,” kata Sri Mulyani . 

Macam dia punya kapasitas aja.

Silahkan nilai sendiri apa katanya. https://t.co/TAEy30IFyB https://t.co/EwEW2gVphr",ppkm darurat selama minggu dijalankan untuk menahan penyebaran kasus covid mobilitas masyarakat diharapkan menurun signifikan kata sri mulyani macam dia punya kapasitas saja silakan nilai sendiri apa katanya,0,2
415,1786,"Lah iya baru sadar 
Klw janji kampanye kemarin "" SUDAH TIDAK BEBAN 5 TH KEDEPAN"" 
Pesawat di cat 
PPKM di perpanjang 
Yg mengakibatkan utang menumpuk",lah iya baru sadar kalau janji kampanye kemarin sudah tidak beban tahun kedepan pesawat di cat ppkm di perpanjang yang mengakibatkan utang menumpuk,0,1
416,1893,"Bukan wfh tapi wfo, gegara ppkm dikantor cuma 30-50% org aja jadi sepi bgt, dan boleh tidur di lantai 4 (tempat acara/meeting besarnya kantor) jam 12 gue tidur disitu, kebangun jam 2 atasan panik nyariin gue dikira gue kabur padahal lagi tidur di sofa empuk😭 https://t.co/VKPugqqXU1",bukan wfh tapi wfo gara-gara ppkm dikantor cuma orang saja jadi sepi banget dan boleh tidur di lantai tempat acara meeting besarnya kantor jam aku tidur disitu kebangun jam atasan panik mencari aku dikira aku kabur padahal lagi tidur di sofa empuk,1,0
417,1965,"@archa_bella Berharap sekali PPKM berdampak positif ya, bisa menurunkan tingkat penyebaran pandemi",berharap sekali ppkm berdampak positif iya bisa menurunkan tingkat penyebaran pandemi,2,2
418,3657,@gusuran76 entah apapun alesan buzerrp itu bang..saya juga gak setuju kalau ppkm di perpanjang..,tidak tahu apapun alesan buzerrp itu mas saya juga enggak setuju kalau ppkm di perpanjang,0,0
419,2868,"Hari ini, hari pertama PPKM ya? Buat kalian yang masih beraktivitas di luar, Hati-Hati di jalan ya, patuhi protokol kesehatan dan selalu pakai masker, supaya kamu terhindar dari virus. 😊 luv https://t.co/luSCcSYxGJ",hari ini hari pertama ppkm iya buat kalian yang masih beraktivitas di luar hati hati di jalan iya patuhi protokol kesehatan dan selalu pakai masker supaya kamu terhindar dari virus luv,2,2
420,3411,"@drpriono1 @jokowi Ganti kulit PSBB jadi PPKM: PSBb ada di UU karatina tapi UU nya nggak dipakai, mending ganti nama PPKM daripada kena class action. Why ? https://t.co/NoDLPT9cnv",ganti kulit psbb jadi ppkm psbb ada di uu karatina tapi uu nya tidak dipakai lebih baik ganti nama ppkm daripada kena cla action why,0,0
421,1209,jujur sampe detik ini gw gatau kepanjangan ppkm😁🙏🚑😅✅❤️‍🩹🚆😖,jujur sampai detik ini aku enggak tau kepanjangan ppkm,1,0
422,3410,@Nicho_Silalahi Mau apapun namanya ketika pelaksanaan yang sudah sesuai dengan UU yang berlaku maka sudah seharusnya pemerintah wajib melakukan.  ppkm psbb ppkm darurat ppkm level 4 tujuan nya adalah karantina wilayah tetep aja sama.  bukan pengertian tekstual nya tapi tujuan nya.,mau apapun namanya ketika pelaksanaan yang sudah sesuai dengan uu yang berlaku maka sudah seharusnya pemerintah wajib melakukan ppkm psbb ppkm darurat ppkm level tujuan nya adalah karantina wilayah tetap saja sama bukan pengertian tekstual nya tapi tujuan nya,2,0
423,159,"PPKM tentu saja diniatkan agar jangan terjadi kematian massal dan tidak terurusnya para korban terpapar. ketakutan para pengambil kebijakan jauh di atas rata-rata orang-orang biasa. itu harus dihargai. tak perlu dan jangan pernah curiga, industrasi dan kapitalisasi persoalan.",ppkm tentu saja diniatkan agar jangan terjadi kematian sama al dan tidak terurusnya para korban terpapar ketakutan para pengambil kebijakan jauh di atas rata rata orang orang biasa itu harus dihargai tidak perlu dan jangan pernah curiga industrasi dan kapitalisasi persoalan,2,0
424,3281,"Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) level 4 sukses dan dinilai berhasil dalam menurunkan angka kasus terjangkit dan kematian akibat virus kovid 19

#TetapProkesJanganKendor https://t.co/YuZr5n7h6O",pemberlakuan pembatasan kegiatan masyarakat ppkm level sukses dan dinilai berhasil dalam menurunkan angka kasus terjangkit dan kematian akibat virus kovid,2,2
425,253,Modarrrr mau krj g bs kena aturan ppkm STRP g bs naik transportasi umum modarrrr modarrrrrr,modar mau krj bisa kena aturan ppkm strp bisa naik transportasi umum modar modar,0,0
426,1550,"@tempodotco Opung ini menteri rasa presiden,  main perintah seluruh rakyat negeri ini untuk manut,  mbok ya bercermin di seluruh pelisok negeri ada ppkm,  rakyat susah cari nafkah, ini seenak jidat TKA masuk indonesia tanpa pembatasan, sungguh luar biasa kebijakan negeri",opung ini menteri rasa presiden main perintah seluruh rakyat negeri ini untuk manut mbok iya bercermin di seluruh pelisok negeri ada ppkm rakyat susah cari nafkah ini seenak jidat tka masuk indonesia tanpa pembatasan sungguh luar biasa kebijakan negeri,0,0
427,831,"gabisa nonton black widow gara"" ppkm is another level of pain",tidak bisa menonton black widow gara ppkm is another level of pain,0,0
428,3704,"PPKM di perpanjang lagi,?????

Kapan ya virus Corona hilang",ppkm di perpanjang lagi kapan iya virus corona hilang,1,1
429,3725,ppkm sampe marklee ultah🤔,ppkm sampai marklee ultah,1,1
430,2000,"PPKM 
(perbanyak produktif kurangi mager)",ppkm perbanyak produktif kurangi malas,2,1
431,809,"PPKM
Pas Pertama Ketemu Malu",ppkm pas pertama ketemu malu,1,1
432,2940,"@promo_BRI Parah bener BRI min.... Antri dari 05.30 wib untuk ambil nomor antrian CS. Hasilnya tidak dapat nomor antrian... PPKM dibatasi cuma  15 nomor.
Cuma untuk buka blokir pin ATM, itu juga aneh setelah ganti kartu chip kok pin lama ga bisa dipake jadinya keblokir 3x masukin pin ATM.",parah benar bri min antri dari wib untuk ambil nomor antrian cs hasilnya tidak dapat nomor antrian ppkm dibatasi cuma nomor cuma untuk buka blokir pin atm itu juga aneh setelah ganti kartu chip kok pin lama tidak bisa dipakai jadinya keblokir masukkan pin atm,0,0
433,3625,"Pagi pagi baca berita, berita covid dah pasti lagi rame, menteri yg bilang nya covid terkendali skr jadi tidak terkendali, yang jualan kopi dipenjara karena melanggar PPKM, orang KPK yg ngurusin korupsi bansos kena sanksi etika, haaaaaa tarik nafas dlm”",pagi pagi baca berita berita covid sudah pasti lagi ramai menteri yang bilang nya covid terkendali sekarang jadi tidak terkendali yang jualan kopi dipenjara karena melanggar ppkm orang kpk yang mengurusi korupsi bansos kena sanksi etika tertawa tarik nafas dalam,0,0
434,689,"Jubir Pemerintah Lawan COVID-19 Reisa Broto A mengatakan "" Peran Serta kita semua dalam PPKM DARURAT sangat diperlukan. Baik sebagai Ayah, Ibu, Kakak, teman, sahabat semua berperan untuk memastikan kita semua patuhi PPKM DARURAT. 
#TolongPatuhiAturanPPKM https://t.co/csttIVItAx",juru bicara pemerintah lawan covid reisa broto mengatakan peran serta kita semua dalam ppkm darurat sangat diperlukan baik sebagai ayah ibu kakak teman sahabat semua berperan untuk memastikan kita semua patuhi ppkm darurat,2,2
435,3026,"Pak @DivHumas_Polri, pedagang cari rezky di larang alesan ppkm.. nih banyak para perusuh mo demo ko di izinin pak. Tegas donk pak https://t.co/yCqzzbUlyR",pak pedagang cari rezky di larang alesan ppkm ini banyak para perusuh mau demo kok di izinin pak tegas dong pak,0,0
436,2561,PPKM membuatku lebih hemat 😅,ppkm membuatku lebih hemat,2,0
437,3134,"Mau pulkam ke surabaya pas ppkm darurat susah beud, 
dadakan apalagi, 
ditambah dengan syarat dan ketentuan berlaku
🙁 
😑",mau pulkam ke surabaya pas ppkm darurat susah banget dadakan apalagi ditambah dengan syarat dan ketentuan berlaku,0,0
438,1763,"Masih belum puncaknya.
Mari kita bantu pemerintah untuk buat istilah baru pengganti PPKM.
Karena solusinya tidak ada lain kecuali ganti istilah.
https://t.co/c1SQ21zppv",masih belum puncaknya mari kita bantu pemerintah untuk buat istilah baru pengganti ppkm karena solusinya tidak ada lain kecuali ganti istilah,0,2
439,2036,@txtdarisisange Ortu cewek gw dah kaya' ppkm bos suruh jaga jarak sm anaknya,orang tua cewek aku sudah kayak ppkm bos suruh jaga jarak sama anaknya,1,0
440,251,"Ppkm anjir, go https://t.co/KwhwQw51QV",ppkm   go,0,1
441,2258,"@PemprovPapua Min, apa belum ada edaran Gubernur Papua terkait PPKM di Papua?",min apa belum ada edaran gubernur papua terkait ppkm di papua,1,1
442,839,Ppkm darurat level 4. Memang dah masuk mode survival ini mah. Hadehh,ppkm darurat level memang sudah masuk mode survival ini mah hadehh,0,1
443,303,"Pertama, evaluasi penerapan PPKM Darurat. Kedua, pemantauan pelaksanaan testing, tracing, dan treatment (3 T). Ketiga, pelaksanaan vaksinasi.",pertama evaluasi penerapan ppkm darurat kedua pemantauan pelaksanaan testing tracing dan treatment ketiga pelaksanaan vaksinasi,2,2
444,479,"NEGARA butuh dukungan KITA untuk sama-sama bergerak bergotong royong , YA 

#BahuMembahuAtasiPandemi

Tetap Dirumah, Share info donatur pasien ISOMAN di WAG, Lapor jika ada Kepala Daerah yg Hambat PPKM Darurat &amp; Vaksinasi, Selalu Pastikan 5 M menjadi 1 M , yaitu Manut 🙏 https://t.co/5vNqeXF7Od",negara butuh dukungan kita untuk sama sama bergerak bergotong royong iya tetap dirumah share informasi donatur pasien isoman di wag lapor jika ada kepala daerah yang hambat ppkm darurat amp vaksinasi selalu pastikan menjadi yaitu manut,2,2
445,431,@siboyfriend @FWBESS Kalo ga ppkm gass?,jika tidak ppkm tidak,1,1
446,2265,"Justru kesadaran Entelah yang rendah,
Sebab PPKM dengan menutup jalan, kerumunan malah banyak terjadi, bahkan makin parah. https://t.co/LV9SkRPnqh",justru kesadaran entelah yang rendah sebab ppkm dengan menutup jalan kerumunan bahkan banyak terjadi bahkan makin parah,0,0
447,3308,"#TolongPatuhiAturanPPKM
https://t.co/sWjKdC1b2t
Penerapan PPKM Darurat yang diatur dalam Perwali nomor 41 tahun 2021 tentang Pembatasan Kegiatan Masyarakat harus ditaati oleh seluruh masyarakat kota semarang untuk menekan penyebaran Covid-19 .
@jokowi lawan pandemi",penerapan ppkm darurat yang diatur dalam perwali nomor tahun tentang pembatasan kegiatan masyarakat harus ditaati oleh seluruh masyarakat kota semarang untuk menekan penyebaran covid lawan pandemi,2,2
448,3233,"@Edhie_Baskoro Sok tweet begini.
Kemarin yg demo menolak PPKM di bandung kemana kok gak ada suara?",sok tweet begini kemarin yang demo menolak ppkm di bandung kemana kok enggak ada suara,1,1
449,2119,"@euforiasboi loh, bukannya udah ada ya?
terhalang ppkm doang",loh bukannya sudah ada iya terhalang ppkm doang,0,1
450,2175,Pagi - pagi kangen muncak (PPKM) https://t.co/la158NY3wg,pagi pagi kangen muncak ppkm,1,1
451,3224,@maswik_ Huft gak ado happynya ppkm,mengeluh enggak ado happynya ppkm,0,0
452,3528,@geloraco Ini udah benar memberikan bansos pd masy kecil yg terdampak pademi krn mrk berusaha di tengah masy ppkm darurat jg gak akan signifikan kec mrk bs jualan online krn masy jg enggan keluar rumah kl gak benrr2 perlu sampai kondisi normal,ini sudah benar memberikan bansos pada masyarakat kecil yang terdampak pademi karena mereka berusaha di tengah masyarakat ppkm darurat juga enggak akan signifikan kecamatan mereka bisa jualan onlen karena masyarakat juga enggan keluar rumah kalo enggak benrr perlu sampai kondisi normal,2,0
453,2397,"@Syarman59 @BEM_SI @BEMUI_Official Kalo begini terus ya.....malah PPKM tambah diperpanjang
Niatnya apa sih bikin demo?
Mau buat cluster baru gitu?
Mau nambahin kasus?
Kalo makin banyak nti jgn salahin pemerintah ya!!!!",jika begini terus iya bahkan ppkm tambah diperpanjang niatnya apa sih buat demo mau buat cluster baru begitu mau nambahin kasus jika makin banyak nanti jangan salahkan pemerintah iya,0,0
454,3779,"@VIVAcoid Inilah bukti nyata kalau Pemimpin Rezim ini otaknya sama dengan para BuzzeRp Piaraan Si Kakak Pembina.Jelas Jelas  PPKM saja Tidak Pemerintah Tidak Memberikan Bantuan Pada Rakyatnya ,Kok Sok Mau Lockdown Yang Wajib Memberi Kebutuhan HidupPada Rakyatnya .....?",inilah bukti nyata kalau pemimpin rezim ini otaknya sama dengan para buzzerp piaraan sih kakak pembina jelas jelas ppkm saja tidak pemerintah tidak memberikan bantuan pada rakyatnya kok sok mau lockdown yang wajib memberi kebutuhan hiduppada rakyatnya,0,0
455,1666,"@collegemenfess Aku ga ikutan, tapi klo kaya gini tuh ga realistis aja. Emg sih programnya lebih bagus klo offline karna ada program yg bikin kenal sm budaya kmpus yg dituju, tapi coba pikirin skrg aja PPKM diperpanjang apalagi klo ada kegiatan offline. Ga selese2 dong pandeminya :(",saya tidak ikutan tapi kalau kayak begini itu tidak realistis saja memang sih programnya lebih bagus kalau oflen karena ada program yang buat kenal sama budaya kampus yang dituju tapi coba pikirin sekarang saja ppkm diperpanjang apalagi kalau ada kegiatan oflen tidak selese dong pandeminya,0,0
456,2247,"@Ayara_5 Bukan beb, ga ada game judulnya ppkm, itu ibarat aja. Ppkm itu kaya game yg harus naik level didasarkan tingkat kesabaran mnghadapi stres wkwk 😅",bukan sayang tidak ada permainan judulnya ppkm itu ibarat saja ppkm itu kayak permainan yang harus naik level didasarkan tingkat kesabaran mnghadapi stres wkwk,1,1
457,1003,Orang pada potong rambut di mana sih lagi PPKM gini?,orang pada potong rambut di mana sih lagi ppkm begini,1,0
458,738,ni ppkm dibikin 4 level berasa lagi maen maze runner lu lari lari nyari kehidupan layak dan berlindung dari pandemi dengan posisi lu di tes sama pemerintah,ini ppkm dibikin level berasa lagi main maze runner kamu lari lari mencari kehidupan layak dan berlindung dari pandemi dengan posisi kamu di tes sama pemerintah,0,1
459,3470,"Sejak diberlakukan PPKM Darurat efek penurunan Covid-19
Tingkat okupansi wisma atlit yang sempat 90% sudah turun dibawah 50% https://t.co/GZ8JBDcEky",sejak diberlakukan ppkm darurat efek penurunan covid tingkat okupansi wisma atlit yang sempat sudah turun dibawah,2,2
460,1484,Serius ppkm sbenernya berhasil ga sih? Ini kok di daerah gue ada aja orang mati karna wabah ama terinfeksi?,serius ppkm sebenarnya berhasil tidak sih ini kok di daerah aku ada saja orang mati karena wabah sama terinfeksi,0,0
461,1,@kembaransilent Iya Yg viral grgr bikin acara pas ppkm itu.,iya yang viral gara-gara buat acara pas ppkm itu,1,0
462,1535,@Andiarief__ PPKM sudah gagal total krn disemua negara cuman di negara kita yg alergi dgn lockdown yg alasan sebenarnya adlh ngak ada duit soalnya habis buat infrastruktur yg lbh sarat dgn nafsu pencitraan agar dikenang sbg pemimpin yg kerja2 kerja namun tak pernah berpikir hasilnya ya ambyar,ppkm sudah gagal total karena disemua negara hanya di negara kita yang alergi dengan lockdown yang alasan sebenarnya adalah nggak ada duit soalnya habis buat infrastruktur yang lebih sarat dengan nafsu pencitraan agar dikenang sebagai pemimpin yang kerja kerja namun tidak pernah berpikir hasilnya iya ambyar,0,0
463,2063,Kang dagang gini modalin masker + edukasi pakai nya yang benar supaya bisa terus jualan kek. Jangan digalakin doang pas PPKM. Sehat2 ya Bapak. Duh ya Allah 😭💔. @DKIJakarta @aniesbaswedan @ArizaPatria or siapapun help https://t.co/15oNJD36iX,kang dagang begini modalin masker edukasi pakai nya yang benar supaya bisa terus jualan kayak jangan digalakin doang pas ppkm sehat iya bapak aduh iya allah atau siapapun help,0,2
464,847,"gws buat aku yang makin gila gara” kopit, pandemi &amp; ppkm :DD ayo pls dong patuhin pemerintah im done with covid serius setaun ga ngapa”in asjxksik",cepat sembuh buat saya yang makin gila gara kopit pandemi amp ppkm dd ayo tolong dong patuhin pemerintah im done with covid serius setaun tidak ngapa ini asjxksik,2,0
465,930,@Askrlfess ga pernah. kasian. ppkm juga.,tidak pernah kasihan ppkm juga,0,1
466,480,@banwie PPKM FAVORITE JUGA INI MAH 🤤🤤🤤🤏🤏🤏❤️❤️❤️ anw goodluck yah rau!!!,ppkm favorite juga ini mah anw goodluck ya rau,2,1
467,1602,PPKM level 4 ternyata lebih pedes daripada bon cabe level 15,ppkm level ternyata lebih pedas daripada bon cabe level,0,1
468,500,@A100888 PPKM Lev 4 tidak menghalangi buat males olahraga ya om😁 saya yang masih muda rebahan muluu😓,ppkm lev tidak menghalangi buat malas olahraga iya om saya yang masih muda rebahan muluu,1,1
469,3268,"Gubernur Jawa Barat, Ridwan Kamil menyatakan bahwa pelaksanaan PPKM di Jawa Barat telah berhasil.
Ridwan Kamil mengatakan keberhasilan tersebut bisa dibuktikan berdasarkan data. 

#OptimisKalahkanPandemi https://t.co/exWDltjQ5d",gubernur jawa barat ridwan kamil menyatakan bahwa pelaksanaan ppkm di jawa barat telah berhasil ridwan kamil mengatakan keberhasilan tersebut bisa dibuktikan berdasarkan data,2,1
470,3299,"cuk kayaknya kudu beli ini, ppkm uniqlo buka ga sih? https://t.co/kDl26FfefG",cuk sepertinya harus beli ini ppkm uniqlo buka tidak sih,1,1
471,1688,"@aguystmu @Dennysiregar7 @jokowi Pilihannya cuma dua, lockdown/ppkm dan bebas. Lockdown/ppkm kalo ada yg terjangkit dan parah, rumkit dan pengobatan gratis. Kalo bebas ya tanggung sendiri pengobatan dan vaksin. Pilih mana?
Kalo mikir itu otaknya ikut dipake. Presiden memikirkan ppkm jg untuk kebaikan rakyatnya.",pilihannya cuma dua lockdown ppkm dan bebas lockdown ppkm jika ada yang terjangkit dan parah rumkit dan pengobatan gratis jika bebas iya tanggung sendiri pengobatan dan vaksin pilih mana jika mikir itu otaknya ikut dipakai presiden memikirkan ppkm juga untuk kebaikan rakyatnya,0,0
472,3193,"@jokowi Alhamdulillah di kota saya aman lancar terkendali PPKM nya Bpk @jokowi. Kita semua kompak untuk patuhi protokol, meski lecil sekli yg masih ngotot. Tp semua lancar termasuk vaksin untl ank usia 12-17th yg dri Rabu 7 Juli kmrin sdh berjln.
Salam sehat Bpk @jokowi 🙏🙏🙏❤🇮🇩",alhamdulillah di kota saya aman lancar terkendali ppkm nya bapak kita semua kompak untuk patuhi protokol meski lecil sekli yang masih ngotot tapi semua lancar termasuk vaksin untl anak usia tahun yang dari rabu juli kemarin sudah berjln salam sehat bapak,2,2
473,148,Mau ketemu pacar aja susah banget gegara PPKM. 😔,mau ketemu pacar saja susah banget gara-gara ppkm,0,0
474,3489,@NadhifNiha Selalu jaga kesehatan. PPKM level 4 jangan kemana mana dulu,selalu jaga kesehatan ppkm level jangan kemana mana dulu,2,2
475,2692,@e100ss Covid19 itu virus bukan? Namanya virus ya akan ada selamanya lah... Gitu ga sih... PPKM ga PPKM virus akan selalu ada.,covid itu virus bukan namanya virus iya akan ada selamanya lah begitu tidak sih ppkm tidak ppkm virus akan selalu ada,0,0
476,580,"PPKM level 4, semoga covid-19 bisa lenyap dari Bumi Pertiwi dan Dunia.. Aamiin 🤲🏼 @ Karangploso City https://t.co/ikp9hyPHvb",ppkm level semoga covid bisa lenyap dari bumi pertiwi dan dunia amin karangploso city,2,2
477,1521,@ayuwija08 Lagi ppkm mbak ntr kalo aku nyebar undangan yg ada datang satpol pp polisi sama hansip 😂😂,lagi ppkm mbak entar jika saya nyebar undangan yang ada datang satpol pulang pergi polisi sama pertahanan sipil,1,1
478,1568,@ayah_neisha @adriCB8 Biadab...ptgas ppkm sampai mnghilangkn sbelah mata nya...tnggu azab allah s.w.t...dunia sementara akhirat selamanya....,biadab ptgas ppkm sampai mnghilangkn sebelah mata nya tunggu azab allah dunia sementara akhirat selamanya,0,0
479,528,"Bima Arya Sugiarto Dukung Perpanjangan PPKM Level 4

Dari awal kasus Covid-19 komitmen nya tidak pernah berubah, selalu mendukung kebijakan pemerintah pusat. 

Aku suka banget sama Pak  Wali Kota Bogor ini 🤭🙈
@BimaAryaS 

https://t.co/sWyk0HgVWI",bima arya sugiarto dukung perpanjangan ppkm level dari awal kasus covid komitmen nya tidak pernah berubah selalu mendukung kebijakan pemerintah pusat saya suka banget sama pak wali kota bogor ini,2,2
