,raw,processed,label,predict
824,Persiapan menyambut rencana PPKM 6 minggu.... #BayarKompensasiKarantina https://t.co/zGLnc67v3E,persiapan menyambut rencana ppkm minggu,1,1
825,@Dennysiregar7 Semua efek PPKM : plonga plongo koyok mukidi https://t.co/Iu92AymYio,efek ppkm plonga plongo koyok mukidi,0,1
826,"Masa nangis pagi2 liat video pedagang kena denda dll. Well i know katanya gak nurut peraturan krn lg PPKM, tapi kalo mrk kelaperan emg makanan jatoh dr atas aja gitu? 

Term lockdown aja diganti PPKM biar gaada kewajiban ngasih2 HEHE.",masa menangis pagi lihat video pedagang kena denda dan lain-lain jadi know katanya nurut peraturan ppkm kelaperan makanan jatuh atas term lockdown diganti ppkm tidak ada kewajiban memberikan he,0,0
827,@Anompuroi1 Perpanjang PPKM,perpanjang ppkm,2,1
828,@DkiSantoso @jokowi Bukannya lagi PPKM pak pasar saja ditutup jam 2 itu kok malam-malam datangnya 🤔,ppkm pak pasar ditutup jam malam malam datangnya,0,1
829,"@CNNIndonesia Ya bgus pa dtangin mereka trus d tengah PPKM Apalgi mereka dtengnya bukan d Jawa sama Bali kan? Jadi insyaAlloh aman pao, yo saya sangat setuju demi kelancaran proyek.!!! 

Bismillah Komisari Pertamina🙏🏼🙏🏼 https://t.co/ax7cEGW5YG",iya bagus dtangin terus tengah ppkm dtengnya jawa bali jadi insyaalloh aman pao iya setuju kelancaran proyek bismillah komisari pertamina,0,1
830,"Daerahku ppkm ketat nder, jadi kangen https://t.co/Qu2GcL1lKT",daerahku ppkm ketat brother jadi kangen,1,1
831,"Sdf! Dr sda ke mlg naik bis masih bisa ga ppkm lanjut gini? Harus bawa suket vaks!n kah? Oh ya tarifnya brp biasanya?

Thxx",sdf sda mlg naik bis ppkm lanjut bawa suket vaks kah oh iya tarifnya thxx,1,1
832,"semenjak ada Sicepat, JNT jadi lama ya? apa karena efek PPKM atau apa ya...",semenjak sicepat jnt jadi iya efek ppkm iya,1,1
833,"@witaoctvia @NarasiNewsroom @MataNajwa Yg sakit &amp; meninggal selama PPKM mayoritas pasti tertular sebelum PPKM

Dgn adanya PPKM diharapkan ada penurunan jumlah penularan, efeknya ya baru kliatan bbrp minggu setelah PPKM.",sakit amp meninggal ppkm mayoritas tertular ppkm ppkm diharapkan penurunan jumlah penularan efeknya iya baru kelihatan minggu ppkm,2,0
834,"PPKM DIPERPANJANG (LAGI) 
Sebagian orang menjadi TAU bahkan JAGO Berbisnis Oline, ada juga yg akun Youtube, Tiktok, IG, Twitternya semakin produktif dll 

Bagaimana dengan kita ? ☕😃",ppkm diperpanjang sebagian orang menjadi tahu jago berbisnis oline akun youtube tiktok ig twitternya produktif dan lain-lain,2,0
835,Jauhkan dari ppkm yang dengki juga biadap gak ada otak sampe ke ubun https://t.co/Zyx4RZey6Z,jauhkan ppkm dengki biadap otak ubun,0,1
836,Ppkm se Indonesia raya gak ada nih? https://t.co/RYyHbMLvMt,ppkm indonesia raya,1,0
837,"@eskuud Kalo lagi pandemi gini enakan jomblo sih kl aku, rugi juga punya pacar tapi jarang ketemu apalagi ppkm gini, aku gabisa kalo ga sering ketemu tar bawaannya berantem mulu cuma perkara kangen",pandemi enakan tidak punya pacar sih kalo rugi punya pacar jarang ketemu ppkm tidak bisa ketemu bawaannya berantem terus perkara kangen,1,0
838,"Moon maap bapak..
Stau saya nih pak. .
Kalo lokdon (karantina), itu rakjat disruh tinggal dirumah, tapi smw kebutuhan di tanggung oleh negara.
Kalo PPKM, itu rakjat disuruh dirumah, tp kbtuhannya disuruh cari sendiri.
Gimana gk teriak pak. 
Udah ky vokalis A7X aja ini https://t.co/duAmtGWnA5",moon maaf bapak stau pak lokdon karantina rakjat disruh tinggal dirumah kebutuhan tanggung negara ppkm rakjat disuruh dirumah kbtuhannya disuruh cari gak teriak pak vokalis,0,0
839,Ga sabar liat ppkm darurat di Daan Mogot hari senen 🤗,sabar lihat ppkm darurat daan mogot hari senen,1,0
840,PPKM diperpanjang lg gk yaa??meresahkan nyet!!,ppkm diperpanjang gak ya meresahkan monyet,0,1
841,"Baru pulanh ngajakin si bulu jalan pagi. Si ipas berhenti gara2 denger kucing tetangga yg di kandang. Kasian banget mereka di kandang terus ga pernah jalan-jalan. Eh tapi hari kan manusia juga di kandang, ya.. PPKM wkwk https://t.co/k4lVW2IMri",baru pulanh ngajakin sih bulu jalan pagi sih ipas berhenti gara dengar kucing tetangga kandang kasihan banget kandang terus jalan jalan eh hari manusia kandang iya ppkm wkwk,0,0
842,"Ni Pandemi kapan kelarnya yaa?? Klu di negara luar Pandemi naik turun kurvanya, bolak balik lockdown duit nya ada buat Bansos rakyat, lah di Indonesia ini apa kabarnya?? Yg bwh makin trhmpit menjerit, makin sengsara, yg bermain proyek dng Pandemi yaa makin lancar cuan nya",pandemi kelarnya ya negara luar pandemi naik turun kurvanya bolak balik lockdown duit nya bansos rakyat indonesia kabarnya bwh trhmpit menjerit sengsara bermain proyek pandemi ya lancar cuan nya,0,0
843,Ppkm tadi malam di akun youtube di kompas tv k,ppkm malam akun youtube kompas tv,1,1
844,"@recehtapisayng respect buat ente bro, banyak yang komen ""klo laper makanlah dan gak punya uang kerja"" katanya tapi tu otak di pantat 🤣, mau makan mau kerja gimana lah suruh ppkm 🤣",respect ente saudara laki-laki komen laper makanlah punya uang kerja katanya otak pantat makan kerja suruh ppkm,0,0
845,"Jalan jalan mulu padahal lagi ppkm

~pikiran",jalan jalan terus ppkm pikiran,1,0
846,"ppkm diperpanjang sampai 31 Juli
vaksin berbayar dibatalkan oleh presiden
kasus covid-19 15/7 bertambah 56 ribu",ppkm diperpanjang juli vaksin berbayar dibatalkan presiden kasus covid bertambah ribu,1,2
847,@endorfineeee Ppkm kak maap gabisa,ppkm kak maaf tidak bisa,0,0
848,"HARI TERAKHIR PPKM GASI?? 

#레드벨벳퀸덤_라띠라뚜빠빠디라 
#DdaytoQueendom #RedVelvet
@RVsmtown",hari terakhir ppkm gasi,1,1
849,Kelar ppkm aku mau ngebolang.,kelar ppkm ngebolang,1,1
850,"@fatyccat ppkm jadi gini, jam tidurnya kacau😶 sedih tapi kek udah susah balik normal lagi😭",ppkm jadi jam tidurnya kacau sedih kayak susah balik normal,0,1
851,@gheajhanaLee @msaid_didu Walau PPKM tukang tambal ban tetep eksis...,ppkm tukang tambal ban tetap eksis,1,1
852,@Bbyglvr_ Faktor ppkm,faktor ppkm,1,1
853,"Kenapa dengan Indonesia? Sekolah diliburkan berdampak pada kualitas siswa penerus Bangsa, apakah PPKM yang terus Update dan Vaksin itu masih belum cukup?, apa mungkin ada maksud lain dari para petinggi pemerintah? Ataukah hanya aku saja yang masih belum cukup paham?.",indonesia sekolah diliburkan berdampak kualitas siswa penerus bangsa ppkm terus update vaksin cukup maksud petinggi pemerintah cukup paham,0,0
854,"Bagaimana kabarnya? 
Hari ini mulai berlaku PPKM Darurat yaaa 
Semoga kalian sehat selalu, dan tetap menjaga Protokol Kesehatan",kabarnya hari mulai berlaku ppkm darurat iya semoga sehat tetap menjaga protokol kesehatan,2,2
855,"@sutanmangarahrp Diwakanda doang yg pake masker biar kayanya covid berbahaya,padahal biar mulyono takut  didemo dengan alsan ppkm",diwakanda doang pakai masker kayaknya covid berbahaya mulyono takut didemo alsan ppkm,0,0
856,Uda stres ama ppkm,stres ppkm,0,1
857,@asyaauuu PPKM = pelan pelan kok mengsedih,ppkm pelan pelan mengsedih,0,1
858,"Ppkm diperpanjang lagi

Kazutora : ini semua karna salahmu mikey",ppkm diperpanjang kazutora salahmu mikey,1,1
859,Hari hari yg efektif di masa PPKM adalah dolanan PUBG…Kan bajingan….Blas gak iso obah meh ngopo…Kebijakan yg tidak di barengi dengan solusi dan jalan keluar… #PengenSekaliTeriak #SuarakanKebenaran #UpsTakutDiciduk #YaSudah #TutupMulutLagi,hari hari efektif masa ppkm dolanan pubg bajingan sama sekali iso obah meh ngopo kebijakan barengi solusi jalan keluar,0,0
860,"Nasib PPKM sebaiknya menurut netizen...?

Yang sudah vote bantu RT 🔂",nasib ppkm sebaiknya menurut netizen vote bantu,1,0
861,PPKM' DIPERPANJANG SAMPAI WANITA BILANG “IYA MAAF AKU YANG SALAH”.,ppkm diperpanjang wanita bilang iya maaf salah,1,0
862,"Situasi PPKM 
pembeli : boleh makan di tempat mbak? 
Penjual : wah karena sedang PPKM jadi gak boleh pak
Pembeli : duh saya udah laper bngt nih mbak, bentaran doang kok
Penjual:duh yaudah pak boleh, tapi jaga jarak dan jangan lepas masker ya 
Pembeli: iya deh daripada kelaperan https://t.co/mZzgbYuO5O",situasi ppkm pembeli makan tempat mbak penjual ppkm jadi pak pembeli aduh laper banget mbak bentaran doang penjual aduh ya sudah pak jaga jarak lepas masker iya pembeli iya deh kelaperan,1,0
863,"Paling sebel kalo ppkm diperpanjang itu, yang kerjanya harus di lapangan, suka dititipin kerjaan sama yang bisa wfh.",sebel ppkm diperpanjang kerjanya lapangan suka dititipin pekerjaan wfh,0,1
864,Selamat pagi minggu ppkm masih belum berlalu..,selamat pagi minggu ppkm berlalu,1,1
865,"pdhl aku dr dlu gada statement larang org kerja pas ppkm, justru i pray fo them semoga sll dilindungi Tuhan dan rejekinya lancar. Tapi menaati prokes (double masks, distance, cuci tangan) itu kan udh kewajiban, knp hrs marah coba aneh bgt ew",tidak ada statement larang orang kerja pas ppkm pray fo them semoga dilindungi tuhan rejekinya lancar menaati prokes double masks distance cuci tangan udah kewajiban marah coba aneh banget ew,2,0
866,"pagi² emosi bgt, lagi ppkm gini malah ngumpul mana lebih dari 20 orang 😭 kapan masuk sekolah gueeeeeee",pagi emosi banget ppkm berkumpul orang masuk sekolah,0,0
867,"@detikcom Efek takut lockdown sejak awal dan takut kasih makan rakyat sendiri. Malah sekarang keluar uang lebih banyak..
Dan siapa yg ambil untung?. Psbb dan ppkm.. akhirnya berlarut2.. ditambah imun menurun krn asupan gizi, bantuan minim tp harus makan",efek takut lockdown awal takut kasih makan rakyat keluar uang ambil untung psbb ppkm berlarut ditambah imun menurun asupan gizi bantuan minim makan,0,0
868,Gini bgt ya ppkm😢,banget iya ppkm,0,0
869,"update hari senin pertama ppkm darurat :
busway sepiii 👍👍👍",update hari senin pertama ppkm darurat busway sepi,1,1
870,"Judul : PPKM LEVEL 4
Harus banyak bersabar dan menyadari rasanya bersyukur,
ketika banyak yang mengeluh kesusahan, tapi banyak yang gk bersyukur dan sadar udah dikasih kemudahan banyak banget sebelum pandemi ini ada huftttt .....",judul ppkm level bersabar menyadari rasanya bersyukur mengeluh kesusahan gak bersyukur sadar dikasih kemudahan banget pandemi mengeluh,2,0
871,"@detikcom Selama ada uu atau peraturan ppkm, apakah ada klausul walikota bisa membebaskan pelanggar ???",uu peraturan ppkm klausul walikota membebaskan pelanggar,1,0
872,"Denger"" PPKM di perpanjang lagi? Sampe kapan?",dengar ppkm perpanjang,1,1
873,@BudeSumiyati D8 PPKM dah mulai gila 🥲 @aglptriii,ppkm mulai gila,0,1
874,"mau kemana, kan lgi ppkm, diem diem aja ish di rumah",kemana ppkm diam diam ish rumah,1,1
875,@otakotakkk Berarti udah selesai PPKM nya qi wkwkw,berarti selesai ppkm nya qi wkwkw,1,1
876,Apasih arti PPKM,apa sih arti ppkm,1,1
877,"Mari kita untuk terus mendukung penerapan PPKM
PPKM Tangkal Pandemi https://t.co/cuBdRiQC1e",mari untuk terus mendukung penerapan ppkm ppkm tangkal pandemi,2,2
878,"@ed_tirta Baik nih, bali okeh, tapi masih ppkm level pedes 4",baik bali okeh ppkm level pedas,1,0
879,"@M_Katjasungkana Ada gunana ppkm ya om, bs nyantai drmh ngupi² tingkatin imun...",gunana ppkm iya om nyantai drmh ngupi tingkatin imun,2,1
880,Ni PPKM ngefek gede bgt ke daerah nenek ku 🥺 tapi mau gmn lagi.....,ppkm ngefek gede banget daerah nenek ku gimana,0,0
881,"Open massage area Magelang jogja
Daripada mikir ppkm trus..DM yuk",open age area magelang jogja mikir ppkm terus dm yuk,1,0
882,Sabtu ga kemana mana nih? Tapi PPKM juga ya haduh bingung,sabtu kemana ppkm iya aduh bingung,0,1
883,"@Dennysiregar7 @jokowi Beneran Om @Dennysiregar7 PPKM lebih humanis, daripada lockdown... tinggal kita aja yg disiplin jaga Prokes..   👍 
#sehatselalusemuanya",benaran om ppkm humanis lockdown tinggal disiplin jaga prokes,2,2
884,saya kira ppkm bakal adem ayem eh ternyata xixixi,kira ppkm bakal adem ayem eh ternyata tertawa,1,0
885,@eka_syurya @SKLoverz Lho selama ppkm ini SK ga beroperasi tah?,lho ppkm suka beroperasi teh,1,1
886,Semoga rekening g ikut ppkm darurat. https://t.co/S1s3IdUqC1,semoga rekening ikut ppkm darurat,1,1
887,"#BahuMembahuAtasiPandemi
Mari bersama dukung PPKM Darurat n tetap taat prokes 😷 https://t.co/vULw3ah6FR",mari dukung ppkm darurat tetap taat prokes,2,2
888,"@tubirfess Jadi ati2 aja kl ngomong, dan siksaan neraka tuh bener2 berlipat2 dri kesakitan di bumi, disuruh di rumah pas lg ppkm aja udh mencak2 stress gak kuat, gimana di neraka yg di kelilingi api trus disiksa setiap detik gak ada pause nya",jadi ati kalo bicara siksaan neraka benar berlipat kesakitan bumi disuruh rumah pas ppkm udah mencak stre kuat neraka kelilingi api terus disiksa detik pause nya,0,0
889,@2Mikeadamhalik Stop provokasi hoak mari kita percaya kan semua nya pada pemerintah AYO kita vaksin dan taati ppkm dan taati prokes,stop provokasi hoak mari percaya nya pemerintah ayo vaksin taati ppkm taati prokes,2,2
890,"@Pai_C1 @asakusachacha Demo agar vaksin gratis, eh udah dikasih gratis malah gak mau divaksin, tereak2 lockdown, eh baru PPKM aja udah marah2...😁",demo vaksin gratis eh dikasih gratis divaksin tereak lockdown eh baru ppkm marah,0,0
891,Ppkm mo ketemu pcr harus pake pcr hhhh,ppkm ketemu pcr pakai pcr,1,1
892,"Pemerintah dinilai sudah tepat dalam mengambil kebijakan Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) Darurat. Kebijakan ini diambil sebagai respons melonjaknya kasus covid-19 di sejumlah daerah dalam beberapa waktu terakhir.
PPKM Rakyat Sehat https://t.co/kFwUoYux1X",pemerintah dinilai tepat mengambil kebijakan pemberlakuan pembatasan kegiatan masyarakat ppkm darurat kebijakan diambil respons melonjaknya kasus covid sejumlah daerah waktu terakhir ppkm rakyat sehat,2,2
893,"@ANDINI_MAHARAN1 @Swarnad71915084 @jokowi @henrysubiakto Rakyatnya bobok om atau lg PPKM = Pelan Pelan Kita Mati, jd ga ada yg bergerak. Apalagi ga ada komando nya😋",rakyatnya bobok om ppkm pelan pelan mati jadi bergerak komando nya,0,0
894,PPKM diperpanjang sampai tgl 2 Agustus. Progress Covid sudah terlihat ada tren penurunan. Semoga dg perpanjangan ini Trennya makin turun. Tp bansos hrs cpt di krim ke Rakyat.,ppkm diperpanjang tanggal agustus progre covid terlihat trend penurunan semoga perpanjangan trennya turun bansos cepat krim rakyat,2,2
895,"@CommuterLine Halo min, update kebijakan KAI Commuter selama ppkm yang diperpanjang ini dong, apakah masih sama dengan kebijakan sebelumnya?",halo min update kebijakan kai commuter ppkm diperpanjang kebijakan,1,0
896,@erzavindaf @firaindahh_ Ppkm mbakkk,ppkm mbak,1,1
897,@tubirfess kalo mau disamperin satu2 emang kenapa? kalo tindakannya keterlaluan sih ya gw samperin. kesabaran ada batasnya bos. mo ppkm atau enggak tetep bakal gw cari tuh orng yg ngatain keluarga gw,disamperin satu tindakannya keterlaluan sih iya samperin kesabaran batasnya bos ppkm tetap bakal cari orang mengatai keluarga,1,0
898,"@Satuarah__ @UNSfess_ Pointnya adalah PEMBATASAN. Suka ngga suka itulah esensi utama PPKM. 

Jangankan naik motor, naik haji juga bisa itu corona. 

""emangnya corona kalo jam 8 malem libur?"" 
Ya inilah pembatasan, mengurangi mobilitas, menurunkan resiko penularan. 
Sehat sehat bro.",pointnya pembatasan suka suka esensi utama ppkm naik motor naik haji corona memangnya corona jam malam libur iya pembatasan mengurangi mobilitas menurunkan resiko penularan sehat sehat saudara laki-laki,2,1
899,@collegemenfess Mau ppkm gak diperpanjang juga corona bakalan still exist,ppkm diperpanjang corona exist,0,1
900,"Lucu bin lucu bin ndagel Contoh nyata bhw jokowi hnya pasif.
Gk punya prakarsa apa2 ttng PPKM dia bergantung pd kebijakan bawahannya. https://t.co/77P8H7in4y",lucu bin lucu bin ndagel contoh nyata jokowi pasif gak punya prakarsa ppkm bergantung kebijakan bawahannya,0,0
901,"Assalamualaikum,
Pagi sobat...

Meski PPKM jangan lupa olah raga ya...

Semoga video ini bisa menghibur &amp; menambah imun kalian yg lagi isoman. 

👉 @Wakgong7 
👉 @zomet13 
👉 @JuL3Rhm3 
👉 @Febree17_ 

Insyaa Allah... Allah yg pulihkan kesehatanmu kawan

Wassalam https://t.co/J24tZeVH6a",menjadi seseorang alamualaikum pagi sobat ppkm lupa olah raga iya semoga video menghibur amp menambah imun isoman insyaa allah allah pulihkan kesehatanmu kawan whatsapp alam,2,2
902,"@dannysast @Syarman59 @KPK_RI Namanya juga PPKM
Pemenang Pilkada Karena Mayat",namanya ppkm pemenang pemilihan kepala daerah mayat,0,1
903,@gch_ @Claudya_Lody Nanti setelah ppkm slsai yaaa brgkt ... enakan makan di tempat wkkwk,ppkm selesai iya brgkt enakan makan tempat wkkwk,1,1
904,Woi.. lg PPKM cok.. malah liburan… https://t.co/9Q1yImbBqA,woi ppkm cok liburan,0,1
905,"Sudahkah anda VAKSIN hari ini ?
#ayovaksin jangan sampai menyesal dikemudian hari.
.
Tetap Prokes 3M &amp; 5M, ikuti aturan PPKM yg berlaku. Semoga pandemi cepat berlalu. Aamiin 
#BeraniPeduli 
#GerakanBerbagiUntukWarga https://t.co/CQEz0Jnmgc",vaksin hari menyesal dikemudian hari tetap prokes amp ikuti aturan ppkm berlaku semoga pandemi cepat berlalu amin,2,2
906,"tapi masih ppkm, gajian masih lama",ppkm gajian,1,1
907,"Woi pak @jokowi tolong ini diperiksa. Kata Laoli, WNA dilarang masuk selama PPKM. Kenapa masih masuk? Anda mau melindungi rakyat nggak? https://t.co/yzKIVBj01C",woi pak tolong diperiksa kata laoli wna dilarang masuk ppkm masuk melindungi rakyat,0,0
908,"@Yunardi99 Innalillahi wa innalillahi rojiun... Kita di ppkm...  sakit jiwa dia?? 

Apapun alasannya ini org dah benar benar pekook https://t.co/VcQVkV06E9",innalillahi whatsapp innalillahi rojiun ppkm sakit jiwa apapun alasannya orang benar benar pekook,0,0
909,Apakah saat berlaku PPKM darurat juga ada penutupan pintu masuk bagi WNA &amp; TKA China?,berlaku ppkm darurat penutupan pintu masuk wna amp tka china,0,0
910,"@InfoVaksinDIY Pelayan vaksin untuk sekarang masih buka gak ya min?, soalnya PPKM.",pelayan vaksin untuk buka iya min soalnya ppkm,1,1
911,Pengen karokean yaa Allah. Kapan ppkm ini berakhir 😭,karokean ya allah ppkm berakhir,0,1
912,@PRFMnews min infonya klo di kota bandung ada penyekatan Jalan dimana aja? Klo sepedahan di bandung boleh kah lg ppkm darurat skrg?,min infonya kota bandung penyekatan jalan dimana sepedahan bandung kah ppkm darurat,1,1
913,Setelah sekian lama ppkm 🌻 https://t.co/W5v8w8OlKK,sekian ppkm,1,1
914,"Bbrp kali banyak temen2 yg ngajak diskusi ttg ppkm, covid, dan segala perintilannya.

Wkwkwk

Ya Allah, tolong jaga warga +62 ya  dan pemerintahnya jg biar jujur &amp; TULUS aamiin",kali teman mengajak diskusi ppkm covid perintilannya wkwkwk iya allah tolong jaga warga iya pemerintahnya jujur amp tulus amin,2,2
915,@teddykusumaw Ngikuti pemerintah.. PPKM level 4 😂😂😂,ngikuti pemerintah ppkm level,1,0
916,Kalo dicegat polisi di jalan ya tinggal pulang aja ribet.. sapa suruh lgi ppkm ttep masuk. Kontol,dicegat polisi jalan iya tinggal pulang ribet sapa suruh ppkm tetap masuk kontol,0,0
917,"Mulai arogan sodara !?

Aturannya sih bener, realita &amp; pelaksanaannya.

PPKM Darurat. Kawal terus ~ https://t.co/z2BJ08lXBU",mulai arogan sodara aturannya sih benar realita amp pelaksanaannya ppkm darurat kawal terus,0,0
918,@idnkeras Rakyat kecil menangis dengan adanya ppkm,rakyat menangis ppkm,0,0
919,@Yoonlesssugar @fi_ars iyaaaa abis ppkm yaaaa wajib beli seblak tulang yola yola 🤤 iyaaa gitu tapi ada dagingnya tulangnya jd ya makan dagingnya aja tulangnya lepeh ya :(,iya habis ppkm iya wajib beli seblak tulang yola yola iya dagingnya tulangnya jadi iya makan dagingnya tulangnya lepeh iya,1,1
920,"@myozwa92 @kangshare_link @SaveVidBot Mbak, koleksi video ""PPKM diperpanjang"" banyak juga...
Izin save yaa.. 😄",mbak koleksi video ppkm diperpanjang izin save ya,1,1
921,"@axelphaooo Ppkm without pp = km, jadi aku suka km🥺 km dalam matematika adalah kilometer 🙃 jadi kamu suka jarak?",ppkm without pulang pergi jadi suka matematika kilometer jadi suka jarak,1,1
922,"@PutraWadapi Jadi mual ngelihatnya.Daripada ngono kui mbok ya itu pikirin warganya yg ga bisa makan karena PPKM, cariin solusinya. Wis ra jamane neh pencitraan model ngono kui.",jadi mual melihatnya ngono kui mbok iya pikirin warganya makan ppkm carikan solusinya wis ra jamane nih pencitraan model ngono kui,0,1
923,"kerumunan di ulangi lagi, kerumunan di ulangi lagi oleh presiden jokowi dlm rangka pembagian sembako, seharusnya mengaca dari kejadian yg sudah2, yg akhirnya selalu kacau dan berdesakan.
sungguh tak punya keteladanan seorang pemimpin dlm situasi PPKM sprt ini. https://t.co/rEut72uS0I",kerumunan ulangi kerumunan ulangi presiden jokowi rangka pembagian sembilan bahan pokok mengaca kejadian kacau berdesakan sungguh punya keteladanan pemimpin situasi ppkm spini,0,0
924,"Mana ppkm, ke tempat servisnya jauh banget dari tempat parkir yg disediakan",ppkm tempat servisnya jauh banget tempat parkir disediakan,0,0
925,Me-merdekakan diri dari irasionalitas PPKM Jawa-Bali.,me merdekakan irasionalitas ppkm jawa bali,0,1
926,@txtfromshark ppkm bawell 😫,ppkm bawell,0,1
927,"Ga sekalian PPKM diperpanjang sampai 3 periode aja pak? Biar rakyat makin sengsara hehe. Ditunggu juga PPKM level MAX ya pak 🗿
#PPKMLevel4 https://t.co/1O9Lfo2iKH",ppkm diperpanjang periode pak rakyat sengsara he ditunggu ppkm level max iya pak,0,0
928,"PPKM 
(perbanyak produktif kurangi mager)",ppkm perbanyak produktif kurangi malas,2,1
929,"@ayylaffyyuu_ Udh berasa kek boncabe
Pedes + bikin sesek
Seseknya bukan krn korona, justru krn ppkm berlevel jadi nyesek :v",udah berasa kayak boncabe pedas sesek seseknya korona ppkm berlevel jadi menyesak,0,1
930,💭 ppkm = pengen pacarin kamu masa :(,ppkm pacarin masa,1,1
931,PPKM perpanjang chat kita ora https://t.co/r5q5NRGvr7,ppkm perpanjang chat,1,1
932,"Sudahi euforia euro dan copa america yaa, ppkm masih 8 hari lagi.

Kalo gak diperpanjang",sudahi euforia euro copa america ya ppkm hari diperpanjang,1,1
933,Mungkin akibat PPKm sedikit membuat udara bersih jdi sejuk https://t.co/V21eJap5Mz,akibat ppkm membuat udara bersih jadi sejuk,2,0
934,"@friedchickends Udh kluar putusannya kak?
Ppkm lvl 4 perpnjang lagi smpai kapanm",udah keluar putusannya kak ppkm lvl perpnjang kapanm,1,1
935,"@__H5h_Aina___ Tujuan PPKM itu adalah untuk menggalakan pemakaian Vaksin kepada warga untuk wilayah Jawa Bali, fakta syarat mobilisasi warga wajib gunakan Vaksin... Rezim sales vaksin berani jamin setelah gunakan vaksin kebal covid &amp; bisa lepas masker ? Fakta setelah vaksin, covid malah booming",tujuan ppkm untuk menggalakan pemakaian vaksin warga untuk wilayah jawa bali fakta syarat mobilisasi warga wajib gunakan vaksin rezim sales vaksin berani jamin gunakan vaksin kebal covid amp lepas masker fakta vaksin covid booming,0,0
936,@Aledhean Betul itu tetapi pada intinya: lha wong pemerintah menghimbau di rumah saja saat PPKM kok trus ngasih uang agar keluar belanja ... kan ? Gimana ? Bertolak belakang kan ?,betul intinya pemerintah menghimbau rumah ppkm terus memberikan uang keluar belanja bertolak belakang,0,0
937,"@jokowi Pak yg terhormat, saya lapar, gk tahu lgi mau byr kos dgn apa? Masa iya saya harus pesugihan buat bertahan hidup mana masih muda lgi. Pak ppkm bikin libur kerja jd gk ada pemasukan. Pak saya ini rakyatmu yg lgi kelaparan dan bingung sama uang kos. Gw udah kyk pengemis online 😭",pak terhormat lapar gak tahu bayar kos masa iya pesugihan bertahan hidup muda pak ppkm libur kerja jadi gak pemasukan pak rakyatmu kelaparan bingung uang kos kayak pengemis onlen,0,0
938,"@CNNIndonesia Karena akan ada ppkm level 5,6,7 dan sterusnya",ppkm level sterusnya,1,1
939,@PRFMnews Apakah PPKM itu hanya brlaku utk masyarakat yg di Akui saja? (Masyarakat yg dpet BANSOS ) jdi krna saya tdk prnah mndpat BANSOS artinya saja tdk wajib mngikuti PPKM trsbut.,ppkm brlaku untuk masyarakat akui masyarakat dpet bansos jadi mendapat bansos artinya wajib mengikuti ppkm trsbut,0,0
940,@Boediantar4 @Anonymous_2024 Kerja disaat ppkm doi mah bikin kerumunan tu kmrn di grogol tar klu jd cluster covid tinggal salahin gubernurnya,kerja disaat ppkm doi mah kerumunan kemarin grogol jadi cluster covid tinggal salahkan gubernurnya,0,0
941,"Tidur jam 00.30. Terus kebangun tiap sejam, sampe barusan.

Ini tidur apa pengumuman PPKM? 🤔",tidur jam terus kebangun sejam barusan tidur pengumuman ppkm,1,1
942,"Alhamdulillah 
PPKM level 4 berhasil turunkan kasus covid-19

Yuk #TetapProkesJanganKendor https://t.co/zk3Ety3YiD",alhamdulillah ppkm level berhasil turunkan kasus covid yuk,2,2
943,@snobvy Masih ppkm kaka,ppkm kakak,1,1
944,Tanda-tanda PPKM segera berakhir https://t.co/rYUEDtPPqx,tanda tanda ppkm berakhir,1,1
945,"@kompascom Gimana mau berhasil cegah penebaran Covid (?). PPKM hrs nya fokus kpd ""Pengawasan thd Lingkungan Masyarakat n pengguna jln, di Cek tanda bukti tlh di-Vaksin, KTP, penerapan ProKes Nya"". Bukan di Pencegatan jg pemenuhan Srt STRP.",berhasil cegah penebaran covid ppkm nya fokus pengawasan lingkungan masyarakat pengguna jalan cek tanda bukti tlh vaksin ktp penerapan prokes nya pencegatan pemenuhan trp,0,0
946,"disaat situasi udah jadi gini berkoar lagi, menyerah? loh ini kan kerjaan siapa? coba dari dulu gak ego, patuh, kita sekarang bisa aja tuh gak kenal istilah ppkm seminimalnya yaa penyebaran virusnya gak melambung tinggi",disaat situasi jadi berkoar menyerah loh pekerjaan coba ego patuh kenal istilah ppkm seminimalnya ya penyebaran virusnya melambung tinggi,0,0
947,"#RedamPandemiJagaNKRI

Ayo tetap patuhi PPKM dan prokes https://t.co/cRvDkqyuGf",ayo tetap patuhi ppkm prokes,2,2
948,baru berasa dah efek ppkm hhh,baru berasa efek ppkm,0,1
949,"@antaranews Penjelasan Pres Jokowi kemarin terkait PPKM akan dilonggarkan secara bertahap dan disesuaikan kondisi masing-2 daerah itu adh bagus, kebijakan seperti itu cukup fleksibel antara roda perekomian dan cara mengatasi covid-19.",penjelasan pres jokowi kemarin terkait ppkm dilonggarkan secara bertahap disesuaikan kondisi daerah adh bagus kebijakan cukup fleksibel roda perekomian cara mengatasi covid,2,0
